Source,Target,Jumlah Interaksi
fallinsprings,stairyzs,1.0
fckinshtsboi,schfess,1.0
fakirotak,adonisamei,1.0
fajrisp5,fessponti,1.0
fajrisp5,clouudyra,1.0
fajriea_,aaaaaaaaaa0022,1.0
fajarsuryadew,mofaisalakbar,1.0
faitinggg,englishfess_,1.0
fairyssom,convomf,1.0
fathanfariza,sbmptnfess,1.0
fathasayyidah,ambissyok,1.0
fathasayyidah,ansmeliaa,1.0
fathasayyidah,caramelzf,1.0
fckinloveyou,sbmptnfess,1.0
faziafc,bertanyarl,1.0
favyourczen,misellia_,1.0
fauntalism,gumbearie,1.0
faturrrrachman,vrtsya,1.0
fattiebelly,maurienau,1.0
fathasayyidah,ur3loved,1.0
fathasayyidah,thhaurambis,1.0
fathasayyidah,tasyanurfadill7,1.0
fathasayyidah,studyarra,1.0
fathasayyidah,sanbgah,1.0
fathasayyidah,onederland29,1.0
fathasayyidah,khairilsyam02,1.0
fathasayyidah,geminigrl4,1.0
fathasayyidah,gazellayy,1.0
fluffyyriki,schfess,1.0
flyfromhell,kaciwparuy,1.0
galveenn,tanzvanhalen,1.0
ftievi,sbmptnfess,1.0
futuresah1,7chilleader,1.0
futureasahi,parkjwoooo,1.0
fullsunlight_,clynopheli,1.0
fujoshijati,schfess,1.0
fuckpshyco,rut0w0rld_,1.0
ftrr_yy,sbmptnfess,1.0
ftievi,taeyongsfle,1.0
ftievi,hjsl0ve,1.0
frendy_yoga,studywithgee,1.0
ftievi,avocadojaneshi_,1.0
fru1tty,convomf,1.0
frizzzzy,sbmptnfess,1.0
friedricelogy,pinginpunyaduit,1.0
friedricelogy,caramelleizz,1.0
frendy_yoga,wooahhh202523,1.0
frendy_yoga,utbkfess,1.0
fuwajournal,__ther3sa,1.0
fvckmaths,smkfess,1.0
fxyongxtae,131wqtanabe__,1.0
fylaworld,mengeonggg,1.0
galvanicells,schfess,1.0
gaizkahaha,yukbisasemangat,1.0
gadis_azalia,schfess,1.0
gadinn_,subschfess,1.0
gadinn_,rabiebz,1.0
gabysatidur,sbmptnfess,1.0
gabs_indrawan,sbmptnfess,1.0
gabs_indrawan,langfess,1.0
gabolehgagal,piikiiuu,1.0
gaaragtng,histologzy,1.0
gaaath_smr,ambisfs,1.0
g0ttabelouu,ambisfs,1.0
fyoduor,utbkfess,1.0
fyoduor,subschfess,1.0
fylaworld,schfess,1.0
frendy_yoga,usermacchiato,1.0
frendy_yoga,studtwt,1.0
flymejk,schfess,1.0
forjaee,acelsopa,1.0
frecklixxx,bertanyarl,1.0
fortunegoogiez,convomf,1.0
forsooyaas,hmdjky,1.0
forskyblue_,jyunchere,1.0
forskyblue_,imanusman,1.0
forskyblue_,aphrrdt,1.0
forsilkstar,subschfess,1.0
forfuture06,taufiqr823,1.0
frendy_yoga,smkfess,1.0
forfuture06,gitasnowy,1.0
forfuture06,akunambis21,1.0
fordreamiess,jaemcityx,1.0
folwly_,harutoenak,1.0
fogbround,schfess,1.0
fmrsya,epqd_,1.0
flyngmoon1,subschfess,1.0
fredrickbinsar,sbmptnfess,1.0
frenchchuba,lananiole,1.0
frendy_yoga,aanakrajin,1.0
frendy_yoga,andrese98291902,1.0
frendy_yoga,ooo6o2,1.0
frendy_yoga,obsidiaine,1.0
frendy_yoga,nishinaur,1.0
frendy_yoga,mleyoties,1.0
frendy_yoga,matchassiii,1.0
frendy_yoga,iletudie,1.0
frendy_yoga,hooniun,1.0
frendy_yoga,euryydiiece,1.0
frendy_yoga,edurachance,1.0
frendy_yoga,cybemine,1.0
frendy_yoga,coretansederha2,1.0
frendy_yoga,cadburriess,1.0
frendy_yoga,ayybis_,1.0
frendy_yoga,ayongefangirl,1.0
frendy_yoga,askrlfess,1.0
guidance204,wiiiskes,1.0
guidance204,windystudies,1.0
guidance204,xrasqyz,1.0
honeymollyy,teumesprnti,1.0
hopefullyperf,1r481n,1.0
hoonprk99,minygid2,1.0
hooniemtchxx,fakirotak,1.0
hoondobby,ladskyu,1.0
honxeyluv171,mapsosaaa_,1.0
honxeyluv171,hiakualuna,1.0
honeyypark1,choiharu00,1.0
honeylitdafire,blueyezyz,1.0
hobiluckx,ambisfs,1.0
honeycityx,bertanyarl,1.0
honeyberryys,smkfess,1.0
homerunballcola,schfess,1.0
hoezxvirgo,teuterre,1.0
hoezxvirgo,naisseu1,1.0
hoezxvirgo,hyunsukienthu,1.0
hoezxvirgo,denmanly,1.0
hopefullyperf,__ther3sa,1.0
hopefullyperf,acahikun,1.0
hopefullyperf,airplaneboost9,1.0
hopefullyperf,ambis_yukkk32,1.0
hopefullyperf,jeanartss,1.0
hopefullyperf,jcxyle,1.0
hopefullyperf,imgoingsollolo,1.0
hopefullyperf,i2jongu,1.0
hopefullyperf,httpstudie,1.0
hopefullyperf,giornogiiovanna,1.0
hopefullyperf,fkmsoon,1.0
hopefullyperf,diterimafkui,1.0
hopefullyperf,convomf,1.0
hopefullyperf,cnswoo,1.0
hopefullyperf,classicaall,1.0
hopefullyperf,caxbin,1.0
hopefullyperf,busifess,1.0
hopefullyperf,bothroses,1.0
hopefullyperf,aurellovee,1.0
hobimakancanai,bertanyarl,1.0
hngrenjun__,tkmwe2wkcbytzlv,1.0
hopefullyperf,larismanies,1.0
hiromi_daiji,hjsl0ve,1.0
hiromi_daiji,lazuuuu_,1.0
hiromi_daiji,knjsbrain,1.0
hiromi_daiji,kerokeropieey,1.0
hiromi_daiji,jogmfs,1.0
hiromi_daiji,intaeliigent,1.0
hiromi_daiji,hyunsuk_myboo,1.0
hiromi_daiji,holdingadress,1.0
hiromi_daiji,forskyblue_,1.0
hmdtrvs,sthiranosaurus,1.0
hiromi_daiji,cutiecsan,1.0
hiromi_daiji,coretansederha2,1.0
hiromi_daiji,convomf,1.0
hiromi_daiji,berniatambiss,1.0
hiromi_daiji,akuuuuuuily,1.0
hiromi_daiji,acetylenicarbon,1.0
hiresapps,prkdlx,1.0
hiromi_daiji,n0ojamx,1.0
hiromi_daiji,onyourm__aerk,1.0
hiromi_daiji,p6ckyy,1.0
hiromi_daiji,peach_pjh,1.0
hmdjky,zlwawdya,1.0
hmdjky,snoopyshihooo,1.0
hmdjky,piscesfeed1,1.0
hmdjky,7choina,1.0
hjsl0ve,flowwlinn,1.0
hjillanrto,treasuremembers,1.0
hiyifa,vanillam00n_key,1.0
hisspiyaya,subschfess,1.0
hisammula,schfess,1.0
hiromi_daiji,zaaaerizen,1.0
hiromi_daiji,utbkfess,1.0
hiromi_daiji,skyslight_,1.0
hiromi_daiji,shoonganteng,1.0
hiromi_daiji,pospayofficial,1.0
hiromi_daiji,peachysjjj,1.0
hopefullyperf,kwrdus,1.0
hopefullyperf,liviamaubelajar,1.0
guidance204,yapengenngambis,1.0
hvyemu,qkugisaki,1.0
hyaluronicacida,schfess,1.0
hwxlyxx,treasurebabble,1.0
hwanloly,mshxxh0_,1.0
hwanloly,keyyynoona,1.0
hwankith,bakhwann,1.0
hwaniefa,jeongwo0xharut0,1.0
hwangrenjun0323,milleeunje,1.0
hvnderynj,ambisfs,1.0
huffgryff,ayurls,1.0
hvangrnjvn,ambisfs,1.0
hvacrshonhjw,ayraprpl,1.0
humanhybriid,haimalvin,1.0
hulhulya3,ambisfs,1.0
hujkwqe83dja,student_fess,1.0
hugisenara,127waydreams,1.0
huggybearys,raraakunambis,1.0
hyejesaaa,schfess,1.0
hyf1007,neospasie,1.0
hynskcallmyname,7chilleader,1.0
hynskcallmyname,its_bayb,1.0
hyunsukdelight,rubbyeyes,1.0
hyunsuk7chill,hyunsukienthu,1.0
hyunsu__k,wtnbfry,1.0
hyunslowmotion,treasuremembers,1.0
hyunsbrn,bngydamie,1.0
hyuniverse___,bluemingjoy,1.0
hyukoch,ambisfs,1.0
hyuk_haechan,meepbask,1.0
hyucknsuk,paniijjekhyuk,1.0
hyucknsuk,jjeellyyyy,1.0
hyuckiee__,kyuchanfrvr,1.0
hyp0chl0ride,minervastudee,1.0
hynskch,awas_akunbodong,1.0
hynskcallmyname,treasureunionid,1.0
hynskcallmyname,starfess,1.0
huffleloves,subschfess,1.0
huarenjaem,jenojoey,1.0
hopefullyperf,maisyaphnn,1.0
hopefullyperf,skamletoy,1.0
hopefullyperf,urielflames,1.0
hopefullyperf,troismotsvides,1.0
hopefullyperf,syifakyung,1.0
hopefullyperf,sygfess,1.0
hopefullyperf,swooryx,1.0
hopefullyperf,suholee1111,1.0
hopefullyperf,student_fess,1.0
hopefullyperf,sarprogress,1.0
httpsrnjn,ambisfs,1.0
hopefullyperf,renjungopay,1.0
hopefullyperf,ofeverythingg,1.0
hopefullyperf,oemjiasca,1.0
hopefullyperf,nomineuy,1.0
hopefullyperf,mhelmyahya,1.0
hopefullyperf,mayierreen,1.0
hopefullyperf,marsstdy,1.0
hopefullyperf,your2rl,1.0
horangiyoshi,treasure_bllbrd,1.0
hoshisaiurs,rut0w0rld_,1.0
hoshucark,subschfess,1.0
httpsjxjk,misellia_,1.0
httpshoonryu,zeterfla,1.0
hsukbin,matchases,1.0
hrjwnjsh,juunkkyuu,1.0
hrjwnjsh,esvtreasure,1.0
hrgaeulkkochgil,yoshirare,1.0
hramadaaan,schfess,1.0
hoyeeon,schfess,1.0
hoyeeon,ambisfs,1.0
howboutcins,zenius_oliv,1.0
houseskies,sadgurlzzz11,1.0
hourmoonrn,schfess,1.0
hotshinramyeon,sbmptnfess,1.0
hotiecutiee,subschfess,1.0
hotiecutiee,jzzxlyn,1.0
hiraahero,itzjaraaa,1.0
hipspaa,misellia_,1.0
hipokritx,schfess,1.0
haihtum,treasuremembers,1.0
hajewuji,pacarjaemln,1.0
hajeongwuu_,paniijjekhyuk,1.0
hajeongwootrsr,choiharu00,1.0
hajaengwoo,zenius_oliv,1.0
hajaekyuu,harukyutipie,1.0
haitsde,atypicali,1.0
haiiwaizumi,schfess,1.0
haiakumulfandd,treasuremenfess,1.0
haechaniew,privateboba,1.0
haiakumulfandd,pipidobby,1.0
haiakumulfandd,imanusman,1.0
haevchanii,txtdarihunter,1.0
haelcoeur,hrj8no,1.0
haejwani,pinkeuza,1.0
haedonggeuri,schfess,1.0
haechii_fullsun,convomf,1.0
hajwjwje12,gapyearfess,1.0
halloakuester,sal_xzn,1.0
hallofalvi,ambisfs,1.0
hallofalvi,subschfess,1.0
hanif_ajaaa,moizruto,1.0
haniallsssss_,jeongwo0xharut0,1.0
hangtyass,sbmptnfess,1.0
hanbinwife131,collegemenfess,1.0
hananuna12,treasure_chibi,1.0
hananuna12,124444whoops,1.0
hanabpu,askrlfess,1.0
han_1627,kyaaact,1.0
hamshryn,schfess,1.0
hamadasatara,lilihoonie,1.0
halusinasiberat,schfess,1.0
halusinasiberat,collegemenfess,1.0
halloyeaydam,prythalizee,1.0
hallothisis_wen,sbmptnfess,1.0
hallooodenne,chemicalphobyc,1.0
haechanunpad,chaninyebat,1.0
haechaniew,anaknybapakjoni,1.0
hinumaaa,sabdaps,1.0
guojiia,chwlejisngy,1.0
gyultawanssi,rut0w0rld_,1.0
gyruscinguli_,sbmptnfess,1.0
gyehunssi,eunhwilo,1.0
gwiyuomi,subschfess,1.0
gutkkie,subschfess,1.0
gustity1,clarissajournal,1.0
gustity1,ambisfs,1.0
guniepie,jumclal,1.0
haechan6600_,sbmptnfess,1.0
gukytae,ambisfs,1.0
guidance204,zwobitte,1.0
guidance204,zowlk__,1.0
guidance204,yyyourrsolvlyy,1.0
guidance204,yrntata_,1.0
guidance204,yoonjeyi,1.0
guidance204,yobisayo5,1.0
gyuravity,acahikun,1.0
gyuravity,convomf,1.0
gyuravity,subschfess,1.0
gyustudy,wh0iscaca,1.0
haebaragiyaa,treasuremembers,1.0
hadudeh,tenfloww,1.0
hadeuh47934950,patriciashaniaa,1.0
habiby_haniatul,treasurebabble,1.0
habiby_haniatul,teuverse_id,1.0
habiby_haniatul,lllllllloveyu,1.0
habiby_haniatul,jongusaurus,1.0
habiby_haniatul,its_bayb,1.0
habbitsread,subschfess,1.0
ha_mchelle,egynuramal,1.0
h99sukie,teuverse_id,1.0
h99sukie,paniijjekhyuk,1.0
h99sukie,atikazahra3176,1.0
h4dn1,utbkfess,1.0
h0rniegurl,kuningmurtsad,1.0
hanifa_ep,sbmptnfess,1.0
hanjisss,schfess,1.0
hankyeoom,wifeofhui,1.0
herlamban666,bagasspra,1.0
hhjunkyu,hmdjky,1.0
hhamdaily,doyxvi,1.0
hhaecahnlee,cynnjm13,1.0
heyrutwo,harururya,1.0
heyitsm49878290,schfess,1.0
heyhohii,gapyearfess,1.0
hermonieaddict,sabdaps,1.0
henderycandy,xiaojunlatte,1.0
hanqyulgf,subschfess,1.0
hemistudy,kk4mjong,1.0
helo_asahoy,mnetkr,1.0
helmiakbars,rraflid,1.0
helloelf_,schfess,1.0
hellianthusal,sbmptnfess,1.0
heksadiena,sbmptnfess,1.0
heepnoticc,heaveniki,1.0
hhongrizon,fairywyoung,1.0
hhrutoniee,choihyunsuk07,1.0
hi_andrii,schfess,1.0
hi_kiyowo,jeongwo0xharut0,1.0
himiawmi,ambisfs,1.0
hilmiluthfi_,flammable__,1.0
hiliiiiih,treasurebabble,1.0
hijustcallwawa,notyourexxx_,1.0
hijiheon,soojain,1.0
hijiheon,leejuyneo,1.0
hijiheon,juyeoqn,1.0
hiirutoo,misellia_,1.0
hiiksoona,syifakyung,1.0
hii_ishxyyy,schfess,1.0
hihihinatashoyo,ambisfs,1.0
highrisk099,utbkfess,1.0
highrisk099,skskameo,1.0
highrisk099,lleondrra,1.0
hibsoddnielsabd,emilmarioo,1.0
hee_3000,subschfess,1.0
hechanbni,haechii_fullsun,1.0
heartlinecity,syifakyung,1.0
haruolala,liaaaaa36676612,1.0
harukyutipie,hmdjky,1.0
harukyutipie,ciociloq,1.0
harukyuice,voguebich,1.0
haruhachiko,stanmenfess,1.0
harugracee,schfess,1.0
haru_addct,trvisgfrr,1.0
haru_010410,nrlsaes,1.0
hartamelimpahh,ambisfs,1.0
harmouren,sbmptnfess,1.0
harimew,schfess,1.0
haqueensa,balbalapasi,1.0
hapxbogummy,rafiabdulaziz_,1.0
hapekegigit,sbmptnfess,1.0
hanstrekids,shafaacikiwir,1.0
hanrubyjane,ayoproduktip,1.0
harunat0,travisshinn1,1.0
harust05,pompocungkring,1.0
hayukyass,deyngambis,1.0
haruteum07,matchases,1.0
hayitanis,sbmptnfess,1.0
haurucastle,moonareas,1.0
hataraca,gistudees,1.0
haskieslight,flawlessooya,1.0
hasahihasahi,junkyuyaaa18,1.0
hasahihasahi,hyunsuksis_,1.0
hasahihasahi,bxxxyedam,1.0
hasahihasahi,ailurocfie,1.0
harvkyvsvk,swidays7,1.0
harvezmoon,taytawanreal,1.0
haruvairy,yoshaurs,1.0
harutodongsaeng,misellia_,1.0
harutodongsaeng,justjustinpark,1.0
harutobaby__,reinxc_,1.0
harutoair,ambisfs,1.0
zzzcapricorn,convomf,1.0
