Source,Target,Jumlah Interaksi
wawawae_,ambisfs,1.0
wervyme,justjustinpark,1.0
wedeliastudy,ciaooo000,1.0
wecall11nine,taekyootie,1.0
wearegoingmmmh,hwangjaniim_,1.0
waytogoals,winneopen,1.0
waytogoals,be_owenz,1.0
wawonih,convomf,1.0
wawakrr,jeongwooxharuto,1.0
wildwestosprey,sunraizee,1.0
watnbeee,kyubbies,1.0
watanaberin__,bucincimolll,1.0
watanabehera,subschfess,1.0
watanabees___,treasuremenfess,1.0
watanabedoyoung,novpdd,1.0
watanabedoyoung,choisisi,1.0
watanabe_din,rut0w0rld_,1.0
wervyme,skiesworldd,1.0
weudz,animefess_,1.0
wheeinnnnn,straykdzchan,1.0
whirlwindsx,haluhalu30,1.0
wildwestosprey,subschfess,1.0
wiiiskes,mylktae,1.0
wigglybxngtan,131_aim_,1.0
wierdify,sbmptnfess,1.0
wienmapg,terecanecan,1.0
widyaakk,dalascheaed,1.0
widodotesla,sabdaps,1.0
wibubelajar,subschfess,1.0
wibubelajar,sbmptnfess,1.0
whttsup,menfesssyg,1.0
whoismw,lilchioomaker,1.0
whociamesia,sbmptnfess,1.0
who_realizes,schfess,1.0
whitesugarx__,aquafearrr,1.0
whish3s,schfess,1.0
uwwiiix,schfess,1.0
utints,ambisfs,1.0
wrrthanyt,hxxbi_131id,1.0
treasurejjan12,bulgos7chill,1.0
treasurememberx,yooo__shinori,1.0
treasurememberx,sjhcoow,1.0
treasurekhteume,treasurebillbrd,1.0
treasurekhteume,strawberrypuff7,1.0
treasurekhteume,jeongwooxharuto,1.0
treasurekhteume,dawoolf12,1.0
treasurejjan12,imaarl_,1.0
treasurebones,treasuremembers,1.0
tqenten,fakirotak,1.0
treasure12gems,divinadivertida,1.0
trealogy,gabisamupon,1.0
treacrown,starfess,1.0
travisshinn1,teume_sue,1.0
travisious,treasuremembers,1.0
trashytribute,sbmptnfess,1.0
traesureu,treasuremenfess,1.0
treasurennsa,treasuremembers,1.0
treasurepacarku,subschfess,1.0
treasureskyy,jeongwo0xharut0,1.0
treasureunionid,chynsk99,1.0
tsaljayi,subschfess,1.0
tsaljayi,ambisfs,1.0
trusthyunsuk,hmdjky,1.0
trsyeahdamn,alwayswithyedam,1.0
trsnakyong,dancergagal,1.0
trlsribosomm,bertanyarl,1.0
trjeha,piscesfeed1,1.0
trjeha,parkj0ngu,1.0
trejoismyboo,akutehyeoja,1.0
trejofuture,seskiisanti,1.0
trejoforlunch,treasureunionid,1.0
treasureunionid,yoyoshihoon,1.0
treasureunionid,uncukmyboo,1.0
treasureunionid,myprciousuncuk,1.0
treasureunionid,hyunslowmotion,1.0
traesureu,treasuremembers,1.0
topiksemalam,komorebby,1.0
tsalminn,ambisfs,1.0
tiavintia,utbkfess,1.0
tikusblonde,schfess,1.0
tigeryshi,sukma_teublink8,1.0
tigerbearnuna,ambisfs,1.0
tidakputusasa_,tubirfess,1.0
tidakbolehmalas,schfess,1.0
tibatibasenja,subschfess,1.0
tibatibasenja,ambisfs,1.0
tiavintia,subschfess,1.0
topiichoi_,paniijjekhyuk,1.0
tiavintia,febbyiolla,1.0
tiaraputri_tari,sbmptnfess,1.0
thxunxxxt,ambisfs,1.0
thscjaem,hmdjky,1.0
thrigonometri,ambisfs,1.0
thomathow,junghwanxo,1.0
thomathow,ddejeno,1.0
tinaart4,takatashilla,1.0
tineluvs,subschfess,1.0
tingkiwingki21,helloyoon4,1.0
tinibinnie,rintarouzie,1.0
tootime2time_,baseumum,1.0
tomioxa,schfess,1.0
tolonksaltyinaq,schfess,1.0
tokopedisa,accountantz_,1.0
tokopakagus,thepurpletshirt,1.0
todayis_eyen,schfess,1.0
todayis_chaaa,schfess,1.0
tnkbell12,bertanyarl,1.0
tkmwe2wkcbytzlv,xaracryst,1.0
tkmwe2wkcbytzlv,hirminsyih,1.0
tixchu,ambisfs,1.0
titis_kun,ranisyafrudin,1.0
tiramizuyummy,ntsana_,1.0
tiramizuyummy,areajulid,1.0
tiramizuyummy,alyacholid,1.0
tsalmarkeu,ambisfs,1.0
tsalminn,subschfess,1.0
utbkptn2022,schfess,1.0
uncukmyboo,forskyblue_,1.0
urbebl0uffee,schfess,1.0
uranyus,cayendoj,1.0
unyil0101,ambisfs,1.0
unstressed__,emkaazzam,1.0
unnoticezen,jaemcityx,1.0
uncukmyboo,treasureunionid,1.0
uncukmyboo,paniijjekhyuk,1.0
uncpsiar,prkdlx,1.0
ugmduadua,esra81787871,1.0
unavailable6661,undipmenfess,1.0
umoaru,phail,1.0
ulululluu,schfess,1.0
ulstudies,jenounand,1.0
ulalamejikboss,hihello2hayy,1.0
ulahriweuhnya,ambisfs,1.0
uknwmeright,zenius_oliv,1.0
urcutebaby_,junlinhepuri,1.0
urfava_,ikhwalyakub,1.0
urfavpercsn,sbmptnfess,1.0
urfavshuman,schfess,1.0
utbkptn2022,febbyiolla,1.0
usernotfounx,egynuramal,1.0
user80972,masukptn2k22,1.0
user554326,o6heesun,1.0
user00282622728,sbmptnfess,1.0
user0014297,rodeoyuno,1.0
user0014297,jejeenum,1.0
usenopeee,teuloveabl,1.0
ursunshine4444,crescenthoon,1.0
urrprecioustan,sbmptnfess,1.0
urnanana,ambisfs,1.0
urmumsovogue,subschfess,1.0
urlovelymeow,troismotsvides,1.0
urielflames,falllni,1.0
urheartbreakx,schfess,1.0
ukiyonoia,hamadasyaby,1.0
ugliestpooh,pjhcuties,1.0
tsalrose,ambisfs,1.0
tupfai,cryptosanthoshg,1.0
txlmcc,thaliamecca,1.0
twutwah,utbkfess,1.0
twutwah,historiye,1.0
twt_ho,akuseorangfans2,1.0
twinklingkyut00,legendkyu0909,1.0
tweetscognito,schfess,1.0
tweetislamii,txtapaadanya,1.0
tupaimelompat_,myownwrld__,1.0
ucancallmeyunn,schfess,1.0
tupaimelompat_,awas_akunbodong,1.0
tubatu_addicted,schfess,1.0
tuanjaehyun,wulanscn,1.0
tuanjaehyun,dindalith,1.0
tssstan,treasuremembers,1.0
tsavahna,subschfess,1.0
tsavahna,rabiebz,1.0
txtapaadanya,cilsland,1.0
txtdariharsa,consteiie,1.0
txtdariharsa,vuinttone,1.0
txtdarijaeyong,hoterbear,1.0
ucaaaaay,schfess,1.0
uburuburuu,schfess,1.0
uburuburuu,napakotel,1.0
uburuburuu,kittenflawu,1.0
uburuburuu,gerimisnind,1.0
ubur_uburmerah,sabdaps,1.0
uanglonjwin,cravingforjae,1.0
tyrvex,ambisfs,1.0
typliers,ambisfs,1.0
typingmybest,tupperwery,1.0
tymochie,zweetbangtan,1.0
txtfromshasa,preci0usgirll,1.0
txtdrawan,txtapaadanya,1.0
txtdarironil,sbmptnfess,1.0
txtdarioafrik,ennzik,1.0
woyayten,subschfess,1.0
wtanbharuto,lun_annaaa,1.0
rchiess2,ambisfs,1.0
zclcute,schfess,1.0
zen_kakyuni,rachelamnd14,1.0
zen_kakyuni,edennorthe,1.0
zen_kakyuni,classimoon,1.0
zen_kakyuni,affogadto,1.0
zeeuze,subschfess,1.0
zeawooya,ambisfs,1.0
zeamayis,prettysellerapk,1.0
zclcute,sbmptnfess,1.0
yyours_s,schfess,1.0
zarschev,schfess,1.0
zalfayre,hilycious,1.0
zainumzahran,sbmptnfess,1.0
zainal75020220,netmediatama,1.0
zahraholalala,ambisfs,1.0
yzrmdp12,ambisfs,1.0
yzrmdp10,ambisfs,1.0
zen_kakyuni,rutoothings,1.0
zen_kakyuni,ursaturnss,1.0
zen_kakyuni,zeeuze,1.0
zenalolosutbk22,pengenits,1.0
zenambis,sunnydejuniee,1.0
zenambis,sayahelo,1.0
zenambis,papayavocadoes,1.0
zenambis,mulberyiy,1.0
zenambis,mgreenteaz,1.0
zenambis,iamsashyaa,1.0
zenambis,hhazelkim,1.0
zenambis,haechavr,1.0
zenambis,guemuk,1.0
zenambis,gapyearfess,1.0
zenambis,friantobasuki,1.0
zenambis,floerlilsuns,1.0
zenambis,evanescenzt,1.0
zenambis,cutieasv,1.0
zenambis,bonjouvr,1.0
yzrmdp04,ambisfs,1.0
yyhcmr_,ansahi3,1.0
zenambis,whentheweather,1.0
yubbangq,choiharu00,1.0
yukbisaayuk,user88907564,1.0
yukbisaayuk,sweettaeev,1.0
yukbisaayuk,schfess,1.0
yukbisaayuk,motivateselff,1.0
yukbisaayuk,cutfie,1.0
yukbisaayuk,cocoaaddict01,1.0
yuezuu,subschfess,1.0
ytterbium_14,ambisfs,1.0
yutachtien,sweety0ngg,1.0
ytfrinhy_,lvlymoonn,1.0
ytanakamo,physiciansoon,1.0
ytaeluvv,kokoradenmogu,1.0
ysputri__,nanadngambis,1.0
yshieys,7chillboo,1.0
yppiegurly,paniijjekhyuk,1.0
ypoonsu,sungcjun,1.0
yukbisaayuk,yakkeojyeo,1.0
yukbisaayuk,yukbisaaa,1.0
yukbisasemangat,gaizkahaha,1.0
yukbisasemangat,schfess,1.0
yuraharja,winkboiiii,1.0
yuppygummie,sbmptnfess,1.0
yuppygummie,lvlyderain,1.0
yuppygummie,ambisfs,1.0
yuonnoona,ambisfs,1.0
yuniachoi_,prythalizee,1.0
yuniachoi_,myioveiyyy,1.0
yuniachoi_,bokkusendoll,1.0
yungnikiii,sbmptnfess,1.0
yungnikiii,sabdaps,1.0
yundhawirsapp,dyarinndy,1.0
yunaaw,jaehquk,1.0
yukisomakun,sbmptnfess,1.0
yuki35120199,hmdjky,1.0
yukheiboys,hynskch,1.0
zenambis,sweetpeagf,1.0
zenbyzaa,ambisfs,1.0
yoyoshihoon,treasureunionid,1.0
zenoiev0423,jie_noona15,1.0
zhouxjieqiong,ambisfs,1.0
zhfongli,jejosephh,1.0
zh0ngchn,ljndoyie,1.0
zfenith,ambisfs,1.0
zeusswet,kasttangel,1.0
zerotohiros,schfess,1.0
zepeted,vdfhel,1.0
zeniussupport,bagusbiasa6,1.0
zeniusambis,caluvstud,1.0
zeniusssss,persecoredes,1.0
zeniusssss,ambisitb2022,1.0
zeniuslelicia,funami_iidx,1.0
zeniusbyme,aqillafaya,1.0
zeniusambis,mbisambis,1.0
zeniusambis,littleewolffs,1.0
zeniusambis,kochenkie,1.0
zigomycota,bertanyarl,1.0
zin00na,pacarjaemln,1.0
zipyysev,chanle_woo,1.0
zjisgone,bobbataa,1.0
zxnndb,ambisfs,1.0
zxcvopw,akutehbulan,1.0
zweitcons,sstarjelly,1.0
zvenith,ambisfs,1.0
ztzvall,cutiebunnyieww,1.0
zrtnj,schfess,1.0
zrhyme_25,bertanyarl,1.0
zonaeaj,schfess,1.0
zofufo,scksprsn,1.0
zoastudy,subschfess,1.0
zlwawdya,paniijjekhyuk,1.0
zlwawdya,hmdjky,1.0
zlwawdya,bucintreasureee,1.0
zlaraaa27,thaiteastudy,1.0
zkdlinkyu,trsrsatellite,1.0
zeniusambis,keaybi,1.0
zenius_oliv,utbkfess,1.0
zenbyzaa,ambisstudd,1.0
zenius_fox,thejerkster_,1.0
zenius_oliv,edweils,1.0
zenius_oliv,chanseonga,1.0
zenius_oliv,cerdaspeople,1.0
zenius_oliv,bubleclo,1.0
zenius_oliv,bertanyarl,1.0
zenius_oliv,ayangiesicheng,1.0
zenius_oliv,amazinhg,1.0
zenius_fox,retrogamegeeks,1.0
zenius_oliv,tingkiwingki21,1.0
zenius_fox,patjeuh_070,1.0
zenius_fox,jezcorden,1.0
zenius_fox,cristian_rarg,1.0
zenimaoya,skyelaster,1.0
zenimaoya,needle_dj,1.0
zenbyzaa,unsoedfess1963,1.0
zenbyzaa,matchaawa,1.0
zenius_oliv,hiraelix,1.0
zenius_oliv,ivnjno,1.0
zenius_oliv,jinsuyya,1.0
zenius_oliv,jiwvookim,1.0
zenius_oliv,studyize,1.0
zenius_oliv,smkfess,1.0
zenius_oliv,shourtcakee,1.0
zenius_oliv,sha59964370,1.0
zenius_oliv,renbigwin,1.0
zenius_oliv,princssjennie,1.0
zenius_oliv,pinksiyong,1.0
zenius_oliv,orch____id,1.0
zenius_oliv,oaseyama,1.0
zenius_oliv,niceniecesix,1.0
zenius_oliv,mlnsunglix,1.0
zenius_oliv,memeykarta,1.0
zenius_oliv,loveliveletter,1.0
zenius_oliv,lilsunschenle,1.0
zenius_oliv,lachie_nae,1.0
yparkdam,asdfghjkioveyou,1.0
yoursunnshine_,schfess,1.0
wtfjaktim,highekspektasi,1.0
xyuxiesy,paniijjekhyuk,1.0
yaaainisiapa,schfess,1.0
y_y2209,wjd2npark_,1.0
y__shinori,tmakernews,1.0
xyzstdy,subschfess,1.0
xyzlla,disaalmira3,1.0
xyzlla,cottoncandie__,1.0
xyveniest,paniijjekhyuk,1.0
xyoochi_,mo_on_maaf,1.0
xuxijodoh,sunssieee,1.0
xxxjhyukism,hmdjky,1.0
xxxikkko,crescenthoon,1.0
xxjunkyukim,muglove3,1.0
xxjungjhjn,tyngxlcseuu,1.0
xxit131_112,masjunchic_,1.0
xxharuuu,atikazahra3176,1.0
xxdvxx4,ruruyx,1.0
yaboji_uttaran,beeerdebuuu,1.0
yaelahandrae,misellia_,1.0
yaelahdiah,rut0w0rld_,1.0
yajiunpanda,ambisfs,1.0
ydelfay,tresno_arto,1.0
yceagers,sbmptnfess,1.0
ybchan_i,subschfess,1.0
ybchan_i,schfess,1.0
ybchan_i,makithespitz,1.0
ybchan_i,convomfs,1.0
yayoungiee,annung1717,1.0
yasyas878,cuwprint,1.0
yasukseslah,shoxella,1.0
yaspip,gerimisdingin,1.0
yantoyamazaki,schfess,1.0
yantoyamazaki,peetassbread,1.0
yangjaga,aiurs___,1.0
yakkeojyeo,schfess,1.0
yajiunpanda,subschfess,1.0
xvqty,romynoona,1.0
xunyize,sbmptnfess,1.0
yeaaaaa1234,jgukdior,1.0
wuyolokal,jeankalsel,1.0
xiaojvnst,nct_menfess,1.0
xiaaau,sadgurlzzz11,1.0
xezens,sbmptnfess,1.0
xeexawxeenx,sbmptnfess,1.0
xayizee,gapyearfess,1.0
xaracryst,schfess,1.0
x1xiboba,fluffykaia,1.0
wulwulda,ambisfs,1.0
xtamadax,ambisfs,1.0
wulanscn,aesthusias,1.0
wuffutension,paniijjekhyuk,1.0
wtnbfry,jjunkkyyus,1.0
wtnbfry,hyunsu__k,1.0
wtnbenana,rut0w0rld_,1.0
wthfture,brykyu,1.0
wtfrizki,raflajah,1.0
xiuaoelev,treasuremembers,1.0
xiuwany,pdkxbxj,1.0
xkeyzia,eunheeberries,1.0
xkylz_dll,schfess,1.0
xsomanyvoicesx,brokenstrays,1.0
xsoarcist,subschfess,1.0
xrytired,utbkfess,1.0
xryqzaa,subschfess,1.0
xrrava,subschfess,1.0
xrackedaccount,bertanyarl,1.0
xoxowantja,mayaveronica9,1.0
xoxotreasure12,sinnflower,1.0
xoxo22happiest,ynrlj08,1.0
xotobwank,fakirotak,1.0
xo_fa_xo,schfess,1.0
xnysaz,schfess,1.0
xnaaayaa,justjustinpark,1.0
xnaaayaa,atikazahra3176,1.0
xmnallzee,funnytummy_,1.0
ye_siechxx,sfserig0m,1.0
yeadamnveins,jeongwooxharuto,1.0
yoursmelodyy,rowsepetals,1.0
yoshi__yoo,convomf,1.0
yourarians,edukasystem,1.0
youniversean,sbmptnfess,1.0
youngie89s,subschfess,1.0
youaresunshine_,ambisfs,1.0
yoshinori_jaden,imanusman,1.0
yoshimymate,thisismathhyung,1.0
yoshiluvy,kentangnyaruto_,1.0
yoshees_,rut0w0rld_,1.0
yoriku7,bydluvv,1.0
yoseprntt,lenharuuu,1.0
yoschinoriii,treasure_skies8,1.0
yorobunzen,schfess,1.0
yoriku7,velouseanze,1.0
yoriku7,teehyn,1.0
yoriku7,sunnyyrise,1.0
yoriku7,subschfess,1.0
yourarians,hallofren_,1.0
yourarians,joyuenthu,1.0
yourarians,kangmleyot,1.0
yourarians,luckyinthesky00,1.0
yoursmelodyy,convomf,1.0
yoursiriusss,schfess,1.0
yoursecret_t,schfess,1.0
yourpillies,pidnkie,1.0
yournaddy,schfess,1.0
yourgrlfrnd__,bulgos7chill,1.0
youreducationc1,yobisayo5,1.0
youreducationc1,xyzgreantea,1.0
youreducationc1,skskameo,1.0
youreducationc1,lleondrra,1.0
youreducationc1,flowrblues,1.0
youreducationc1,cookieezs,1.0
yourcicillia,panggilajazul,1.0
yourarians,vlonedh,1.0
yourarians,tumteume,1.0
yoriku7,smkfess,1.0
yoorinae,subschfess,1.0
yeahjaehyuk,itaindry,1.0
yejitangerang,tergws,1.0
yeopoppaaaaaa,jaemcityx,1.0
yeopoppaaaaaa,cybemine,1.0
yeojanyamashi_,dobbyrin_,1.0
yennovianti,birthdayboyjjen,1.0
yellingoutt,schfess,1.0
yellingoutt,anotheroficha,1.0
yejixdg,dioxdg,1.0
yedamitapon,smkfess,1.0
yoooambiss,schfess,1.0
yedamieyeyo,rut0w0rld_,1.0
yedamieudami,damnvinci,1.0
yedami_ie,imanusman,1.0
yedamfess,fiyybby_,1.0
yedamdoyoung12,paniijjekhyuk,1.0
yedamdoyoung12,forskyblue_,1.0
yedamadeyedam,hi_asa20,1.0
yeopoppaaaaaa,reusablest,1.0
yeopoppaaaaaa,studywithluv,1.0
yeopoppaaaaaa,studywithnamu,1.0
yeopoppaaaaaa,vitaminteaa,1.0
yookjaldovv,subschfess,1.0
yonkyoungk,ojodaboniven,1.0
yonkcheese,subschfess,1.0
yongxmark,adorablethinq,1.0
yolandpusvitasr,schfess,1.0
yoenny141,sbmptnfess,1.0
yodamie,rjcollect,1.0
ynamsaeng,schfess,1.0
yluo12_,gongjunoona,1.0
yipiee2,ambisfs,1.0
ygharuhi,treasuremembers,1.0
yesikapesetah,zenius_oliv,1.0
yesikaann,ambisfs,1.0
yerinnykim,doykimm_,1.0
yeopx0,uneclipses,1.0
thomathow,albanofinzo,1.0
thndpnpgnkuliah,nisnotes,1.0
thienthanh48,uwuteume,1.0
seminggulagi,owrientasi,1.0
serinshi,madubenkyou,1.0
serenadefor_2,subschfess,1.0
seputartopik,schfess,1.0
septikawi_,iosipratama,1.0
septgvy,stomatcha,1.0
senwoozo,milleeunje,1.0
senseodie,schfess,1.0
semestajenuh,schfess,1.0
seiirenedipity,7chillboo,1.0
semangkabulan,convomf,1.0
semangattbljr22,teumeambis,1.0
semangattbljr22,subschfess,1.0
semangattbljr22,enaqtauuuuu,1.0
semangatinakuw,schfess,1.0
selusinbias,atikazahra3176,1.0
selpiaap,sshzzxy,1.0
seskiisanti,kimjunkyu0900,1.0
seskiisanti,sahiarthur_,1.0
seskiisanti,trejofuture,1.0
seskiisanti,txtfromteume,1.0
sharon_zenius,sbmptnfess,1.0
sharon_zenius,gaaragtng,1.0
sharon_zenius,dyoovr,1.0
shane_uyknuj,legendkyu0909,1.0
shallmeet_loey,premding,1.0
shalka_sdsk,heyehdud,1.0
shaecrown,ambisfs,1.0
shaaturday,httpsvanes,1.0
sgurlx1,ambisfs,1.0
sftraaa,sbmptnfess,1.0
sfserig0m,ye_siechxx,1.0
sexycutiepanda,wtanbharuto,1.0
sevenchill_,junkyusmusic,1.0
settuce,yesiamjasmin,1.0
setannlucky,jinnieatr,1.0
selasapagi_,bundabaik,1.0
sehunnshinee,schfess,1.0
sharon_zenius,theonlyokti,1.0
satpam_kmplk,m0oorklee,1.0
sayang_tannies,ambisfs,1.0
sayajodohnysana,dubuunique,1.0
sayaarenjun,hmdjky,1.0
sawoberrie,kataibugwcakep,1.0
sawhire,ambisfs,1.0
saturnuszhra,utbkfess,1.0
satpam_kmplk,subschfess,1.0
sasymyra,denalaknsh,1.0
sedikidnormal,subschfess,1.0
sashsif,sbmptnfess,1.0
sasgantar,shbeiie,1.0
sasastudy,schfess,1.0
sasahafs,ambisfs,1.0
sarahhyumnaa,ambisfs,1.0
sara25284157,superd_ean,1.0
sanygah,ataehyeong,1.0
sayangfk,sabdaps,1.0
sayangkamuh14,ambisfs,1.0
sayyaswaaa,moothyea,1.0
sbm2022amin,kitty0413,1.0
sedikidnormal,schfess,1.0
sedikidnormal,peachyypickle,1.0
sedikidnormal,chiayouu,1.0
sedikidnormal,aurellovee,1.0
sedangberfiqir,pecintalatte__,1.0
seannanorah,areajulid,1.0
seafoodinn,farelhehe2,1.0
scnrjse,oceanbblueeee,1.0
scndofwil,toralanguru,1.0
scndofwil,ambisfs,1.0
scmeru,whentheweather,1.0
schh22,subschfess,1.0
schareinjun,imyour_id,1.0
scarletsoo_,ambisfs,1.0
sbuxrecipe,schfess,1.0
sharon_zenius,schfess,1.0
shasaagurl,sbmptnfess,1.0
sangpengudud,fajartujuhbelas,1.0
sisturmicinn,justzinkadairy,1.0
siyfrnaaa,sbmptnfess,1.0
siwonsself,subschfess,1.0
sisye_,subschfess,1.0
sisye_,ambisfs,1.0
sisturmicinn,subschfess,1.0
sisturmicinn,orxx18,1.0
sisturmicinn,onebeauty_id,1.0
sisturmicinn,akubeegi,1.0
simmezr,watharutoo,1.0
siriuuvs,subschfess,1.0
siodys,subschfess,1.0
sinnflower,xoxotreasure12,1.0
singullier,subschfess,1.0
singullier,ambisfs,1.0
singkitdiary,subschfess,1.0
simpovertaeilc,seskiisanti,1.0
sjh_luivee,myboonaa,1.0
ski3sgurl,treasuremembers,1.0
skies64858819,treasurebabble,1.0
skieschoiii,p0d0ng,1.0
skyxlily,sbmptnfess,1.0
skywithluvya,bertanyarl,1.0
skyslight_,hiromi_daiji,1.0
skyofjava,sbmptnfess,1.0
skyfxgh,jeongjh__,1.0
skillacademy_id,rudihrdsh,1.0
skiesworldd,wjd2npark_,1.0
skiesthur,hmdjky,1.0
skiessam_,kimbangjeonn,1.0
skiessam_,hmdjky,1.0
skiessam_,haohiksrott,1.0
skiesonyou,sn6tn,1.0
skiesonyou,sbmptnfess,1.0
skiesgrls,cindynoona,1.0
skieschoiii,ruanggalau_id,1.0
simp4nb,sbmptnfess,1.0
simanullangboy,miraclesitompul,1.0
shayeerah,vicegirl98,1.0
shiningfullsun,soleilenjune,1.0
shlghtsun,ayraprpl,1.0
shiruunz,sabdaps,1.0
shiroishl,shiroishibanri,1.0
shiroishibanri,shiroishl,1.0
shirayuri0616,jpfbase,1.0
shinsukqe,niksrot,1.0
shinnniix,jihooniewife,1.0
shineeyo0pie,smkfess,1.0
silverqueern,subschfess,1.0
shineambis,shourtcakee,1.0
shillamauits,clnactuaire,1.0
shiibbran,sbmptnfess,1.0
shieleigner,ambisfs,1.0
sheilahy26,subschfess,1.0
sheeeerinn,student_fess,1.0
shcinji,utbkfess,1.0
shlghtsun,paniijjekhyuk,1.0
shlghtsun,takatashilla,1.0
shny03,polcanisme,1.0
shotarozaki,schfess,1.0
silverqueern,janrinj,1.0
sillyblooms_,tavtavsa,1.0
siendeavor17,ayobelajargab,1.0
sichengurl,potatoesavire,1.0
siaquarius08,kiehours,1.0
siailan,pshstudy,1.0
siabongx_,pearll_y,1.0
shyuuki_,slebe3w,1.0
shxxharuto,treasuremembers,1.0
shrfkyu,paniijjekhyuk,1.0
shr1ve,txtdarigabutbgt,1.0
shr1ve,schfess,1.0
shourtcakee,moonstarslin,1.0
shourtcakee,gapyearfess,1.0
shourtcakee,gabutpipell,1.0
sangwaoo,ambisfs,1.0
sandglassess,mybalwoon,1.0
thewinner_03,itzjaraaa,1.0
rikiy,praguememoirs,1.0
risyadts,kumparan,1.0
rinnebekasi_,jpfbase,1.0
rimururuu,ambisfs,1.0
rilsalma,yochieomma,1.0
rillakuman,subschfess,1.0
rillakuman,schfess,1.0
rilexnchillin,schfess,1.0
rigelarion,schfess,1.0
rhmtlfdh,menyinarimuuu,1.0
rigelarion,sbmptnfess,1.0
riffuda,panggilajazul,1.0
rifainthebuild1,mactematika,1.0
ridincullus,bertanyarl,1.0
richw0mann,ustadchen,1.0
richw0mann,convomf,1.0
rhsntaa,sbmptnfess,1.0
riusuir_,sbmptnfess,1.0
riverhjw_,hmdjky,1.0
rixskt,utbkfess,1.0
rizkaneverland,ambisfs,1.0
rosettaile,koumeowing,1.0
rosesty_95,pinkeuza,1.0
roseetad,sbmptnfess,1.0
rosearerosie_03,paniijjekhyuk,1.0
romynoona,ustadchen,1.0
romeobogeng,schfess,1.0
roeversinceny,sunfairry,1.0
roeversinceny,diveinkyoto,1.0
robyhmz,sbmptnfess,1.0
roaaaao,joonince,1.0
rmomiyy,sbmptnfess,1.0
rllazzz,schfess,1.0
rkhmdhifa,utbkfess,1.0
riztyyyyy,treasuremfess,1.0
rizki_emil,cxloustdy,1.0
rhnytdel,misellia_,1.0
rhestudy,subschfess,1.0
rotiboeaya_,cerephaka,1.0
reginadewip,harruchiyosanzu,1.0
renaldiwahyu_,fotosyut,1.0
renai_maka,utbkfess,1.0
reinmujaddid,cimotyy,1.0
reikqmiya,koyuudayo,1.0
reginadewip,sa_tyngie,1.0
reginadewip,lachie_nae,1.0
reginadewip,kceisuke,1.0
refusama,fajartujuhbelas,1.0
rheexca,s1jabats,1.0
reenrmdn,lillsunns,1.0
reeireirin,uchuucinn,1.0
redpencilcolor,sabdaps,1.0
recowrd,ambisfs,1.0
rebahan____,cryinhazelmoonz,1.0
real____jjs,subschfess,1.0
rdrkym,sabdaps,1.0
renantaazrlll,cosmofluffyw,1.0
renantaazrlll,gapyearfess,1.0
renantaazrlll,kqancil,1.0
renantaazrlll,kyawoocute,1.0
rhapsoudies,artdecofra,1.0
rg_resqita,subschfess,1.0
rg_resqita,schfess,1.0
reynaldihsn,varrelsoftboy,1.0
review_jurnal,gstamaat___t,1.0
retnymala,subschfess,1.0
rerwrho,bertanyarl,1.0
replayrepliy,miund,1.0
replayrepliy,faizanka_,1.0
renlilsecret,utbkfess,1.0
renjunnienekko,ambisfs,1.0
renjeero,literally_pao,1.0
rendykun18,ambisfs,1.0
rendiismail22,itoff27,1.0
renataagustin17,schfess,1.0
rotiawan12,ibarkforbaek,1.0
rowsepetals,explystrry,1.0
samvisk,yyours_s,1.0
s4turnrush,asyastudyy,1.0
sadneusss,sbmptnfess,1.0
sadboy1410,thisbluemarie,1.0
sachareene,subschfess,1.0
sabilarrrr,zenius_oliv,1.0
sabdaps,raccoonamatata_,1.0
sabdaps,adambagaskara,1.0
saatwinter,nafhhy,1.0
rynyxj,kyutiessha,1.0
rutodoyoung,ciociloq,1.0
rynlie_,cindynoona,1.0
rydeell,fuckutebeka,1.0
rvnclwsly,sabdaps,1.0
rvirenebaechu,ambisfs,1.0
rutoyaaa__,rut0w0rld_,1.0
rutoumil,wacktu,1.0
rutorenang,jihoonbakso,1.0
saejoong1,utbkfess,1.0
saffajourney,rrtanyra,1.0
safiradhapsari,ambisfs,1.0
sahicioo_,aiiurss,1.0
samuelwls,ahmadzakiyudin_,1.0
sampurasunc,convomf,1.0
sameenergy10,bertanyarl,1.0
saltypeanuts_,paniijjekhyuk,1.0
salturnuss,schfess,1.0
salmastruggle,schfess,1.0
salm00wnz,subschfess,1.0
sakumeng,cvgger,1.0
sakaumm,cittairlanie,1.0
saikaawa,little__soul,1.0
sahrra00,subschfess,1.0
sahrra00,schfess,1.0
sahinini,ciociloq,1.0
sahiluve,paniijjekhyuk,1.0
sahiluve,atikazahra3176,1.0
rutopdf,choiharu00,1.0
ruruyaaaa_,samsomsum03,1.0
rr4nd0mm,schfess,1.0
rua_area,iyakngarepfkui,1.0
ruangbacoot,jesyaa30,1.0
ruangbacoot,clkbraxx,1.0
ruangbacoot,akusipipibolong,1.0
ruang_tamuu,ambisfs,1.0
ruang_rumpang,ambisfs,1.0
ruang_imajii,ambisfs,1.0
ruaaudgh17,sayhalodulu,1.0
rsmn_vr,mogiisgilang,1.0
rururrto,lvreinn,1.0
rruthieee,sbmptnfess,1.0
rrtanyra,khaiistudyy,1.0
rrenjunh,schfess,1.0
rrdmhi,suryyuda,1.0
rrararahel,subschfess,1.0
rrararahel,ambisfs,1.0
rrachang,stanmenfess,1.0
